"OA11CD,OAC11CD,OAC11NM,LSOA11CD,LSOA11NM,SOAC11CD,SOAC11NM,MSOA11CD,MSOA11NM,LAD17CD,LAD17NM,LACCD,LACNM,RGN11CD,RGN11NM,CTRY11CD,CTRY11NM,FID"
"E00070316,4a2,Social Renting New Arrivals,E01013935,Nottingham 010A,3c,Highly qualified professionals,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10412"
"E00070325,4a2,Social Renting New Arrivals,E01013937,Nottingham 015A,3c,Highly qualified professionals,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10413"
"E00070328,4a2,Social Renting New Arrivals,E01013936,Nottingham 016A,3d,Households in terraces and flats,E02002883,Nottingham 016,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10414"
"E00070333,4a2,Social Renting New Arrivals,E01013938,Nottingham 015B,3c,Highly qualified professionals,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10415"
"E00070341,4a2,Social Renting New Arrivals,E01013943,Nottingham 015D,1a,Cosmopolitan student neighbourhoods,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10416"
"E00070352,4a2,Social Renting New Arrivals,E01013939,Nottingham 016B,3d,Households in terraces and flats,E02002883,Nottingham 016,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10417"
"E00070354,4a2,Social Renting New Arrivals,E01013939,Nottingham 016B,3d,Households in terraces and flats,E02002883,Nottingham 016,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10418"
"E00070356,4a2,Social Renting New Arrivals,E01013935,Nottingham 010A,3c,Highly qualified professionals,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10419"
"E00070426,4a2,Social Renting New Arrivals,E01013962,Nottingham 021D,7a,Urban cultural mix,E02002888,Nottingham 021,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10420"
"E00070438,4a2,Social Renting New Arrivals,E01013962,Nottingham 021D,7a,Urban cultural mix,E02002888,Nottingham 021,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10421"
"E00070459,4a2,Social Renting New Arrivals,E01033401,Nottingham 023F,1a,Cosmopolitan student neighbourhoods,E02002890,Nottingham 023,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10422"
"E00070461,4a2,Social Renting New Arrivals,E01013957,Nottingham 029E,7a,Urban cultural mix,E02002896,Nottingham 029,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10423"
"E00070468,4a2,Social Renting New Arrivals,E01013972,Nottingham 015E,3d,Households in terraces and flats,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10424"
"E00070474,4a2,Social Renting New Arrivals,E01013969,Nottingham 010C,3d,Households in terraces and flats,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10425"
"E00070477,4a2,Social Renting New Arrivals,E01013971,Nottingham 010E,3d,Households in terraces and flats,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10426"
"E00070480,4a2,Social Renting New Arrivals,E01013970,Nottingham 010D,3d,Households in terraces and flats,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10427"
"E00070482,4a2,Social Renting New Arrivals,E01013969,Nottingham 010C,3d,Households in terraces and flats,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10428"
"E00070485,4a2,Social Renting New Arrivals,E01013971,Nottingham 010E,3d,Households in terraces and flats,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10429"
"E00070488,4a2,Social Renting New Arrivals,E01013969,Nottingham 010C,3d,Households in terraces and flats,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10430"
"E00070489,4a2,Social Renting New Arrivals,E01013970,Nottingham 010D,3d,Households in terraces and flats,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10431"
"E00070494,4a2,Social Renting New Arrivals,E01013972,Nottingham 015E,3d,Households in terraces and flats,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10432"
"E00070495,4a2,Social Renting New Arrivals,E01013972,Nottingham 015E,3d,Households in terraces and flats,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10433"
"E00070526,4a2,Social Renting New Arrivals,E01013976,Nottingham 032D,7a,Urban cultural mix,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10434"
"E00070536,4a2,Social Renting New Arrivals,E01013976,Nottingham 032D,7a,Urban cultural mix,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10435"
"E00070537,4a2,Social Renting New Arrivals,E01013976,Nottingham 032D,7a,Urban cultural mix,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10436"
"E00173453,4a2,Social Renting New Arrivals,E01013876,Nottingham 005B,4c,Hampered neighbourhoods,E02002872,Nottingham 005,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10437"
"E00173454,4a2,Social Renting New Arrivals,E01013876,Nottingham 005B,4c,Hampered neighbourhoods,E02002872,Nottingham 005,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10438"
"E00173458,4a2,Social Renting New Arrivals,E01013837,Nottingham 012A,3b,Asian traits,E02002879,Nottingham 012,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10439"
"E00173463,4a2,Social Renting New Arrivals,E01033398,Nottingham 006G,7a,Urban cultural mix,E02002873,Nottingham 006,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10440"
"E00173464,4a2,Social Renting New Arrivals,E01033398,Nottingham 006G,7a,Urban cultural mix,E02002873,Nottingham 006,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10441"
"E00173466,4a2,Social Renting New Arrivals,E01013920,Nottingham 029C,7a,Urban cultural mix,E02002896,Nottingham 029,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10442"
"E00173478,4a2,Social Renting New Arrivals,E01013876,Nottingham 005B,4c,Hampered neighbourhoods,E02002872,Nottingham 005,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10443"
"E00173494,4a2,Social Renting New Arrivals,E01013898,Nottingham 035B,1a,Cosmopolitan student neighbourhoods,E02002902,Nottingham 035,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10444"
"E00173523,4a2,Social Renting New Arrivals,E01033397,Nottingham 006F,7a,Urban cultural mix,E02002873,Nottingham 006,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10445"
"E00069662,2a1,Student Communal Living,E01013816,Nottingham 022D,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10446"
"E00069674,2a1,Student Communal Living,E01013815,Nottingham 022C,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10447"
"E00069676,2a1,Student Communal Living,E01013815,Nottingham 022C,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10448"
"E00070260,2a1,Student Communal Living,E01013928,Nottingham 031G,1a,Cosmopolitan student neighbourhoods,E02002898,Nottingham 031,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10449"
"E00070273,2a1,Student Communal Living,E01033410,Nottingham 031I,1a,Cosmopolitan student neighbourhoods,E02002898,Nottingham 031,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10450"
"E00070498,4a1,Private Renting Young Families,E01013964,Nottingham 007B,3b,Asian traits,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10451"
"E00069876,4a1,Private Renting Young Families,E01013851,Nottingham 038C,4c,Hampered neighbourhoods,E02006834,Nottingham 038,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10452"
"E00070216,4a1,Private Renting Young Families,E01013913,Nottingham 024A,3b,Asian traits,E02002891,Nottingham 024,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10453"
"E00173521,2a2,Student Digs,E01033408,Nottingham 031H,1a,Cosmopolitan student neighbourhoods,E02002898,Nottingham 031,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10454"
"E00070077,8d1,Young Hard-Pressed Families,E01013891,Nottingham 004E,4c,Hampered neighbourhoods,E02002871,Nottingham 004,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10455"
"E00069724,4a1,Private Renting Young Families,E01013819,Nottingham 013A,7a,Urban cultural mix,E02002880,Nottingham 013,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10456"
"E00070351,2a1,Student Communal Living,E01013943,Nottingham 015D,1a,Cosmopolitan student neighbourhoods,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10457"
"E00173448,2a1,Student Communal Living,E01033395,Nottingham 026G,1a,Cosmopolitan student neighbourhoods,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10458"
"E00069725,4a1,Private Renting Young Families,E01013821,Nottingham 013C,7a,Urban cultural mix,E02002880,Nottingham 013,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10459"
"E00070218,4a1,Private Renting Young Families,E01013917,Nottingham 024E,7a,Urban cultural mix,E02002891,Nottingham 024,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10460"
"E00070501,4a1,Private Renting Young Families,E01013964,Nottingham 007B,3b,Asian traits,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10461"
"E00173492,2a1,Student Communal Living,E01013814,Nottingham 022B,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10462"
"E00173536,2a2,Student Digs,E01013961,Nottingham 023D,1a,Cosmopolitan student neighbourhoods,E02002890,Nottingham 023,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10463"
"E00069726,4a1,Private Renting Young Families,E01013822,Nottingham 011C,4c,Hampered neighbourhoods,E02002878,Nottingham 011,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10464"
"E00070219,4a1,Private Renting Young Families,E01013915,Nottingham 024C,3d,Households in terraces and flats,E02002891,Nottingham 024,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10465"
"E00070502,4a1,Private Renting Young Families,E01013963,Nottingham 007A,4c,Hampered neighbourhoods,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10466"
"E00070509,4a1,Private Renting Young Families,E01013965,Nottingham 007C,7a,Urban cultural mix,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10467"
"E00070510,4a1,Private Renting Young Families,E01013965,Nottingham 007C,7a,Urban cultural mix,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10468"
"E00070511,4a1,Private Renting Young Families,E01013966,Nottingham 007D,7a,Urban cultural mix,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10469"
"E00070512,4a1,Private Renting Young Families,E01013966,Nottingham 007D,7a,Urban cultural mix,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10470"
"E00070513,4a1,Private Renting Young Families,E01013966,Nottingham 007D,7a,Urban cultural mix,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10471"
"E00070525,4a1,Private Renting Young Families,E01013976,Nottingham 032D,7a,Urban cultural mix,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10472"
"E00070552,4a1,Private Renting Young Families,E01013978,Nottingham 027B,7a,Urban cultural mix,E02002894,Nottingham 027,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10473"
"E00070558,4a1,Private Renting Young Families,E01013978,Nottingham 027B,7a,Urban cultural mix,E02002894,Nottingham 027,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10474"
"E00070572,4a1,Private Renting Young Families,E01013983,Nottingham 030C,7a,Urban cultural mix,E02002897,Nottingham 030,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10475"
"E00070573,4a1,Private Renting Young Families,E01013983,Nottingham 030C,7a,Urban cultural mix,E02002897,Nottingham 030,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10476"
"E00173450,4a1,Private Renting Young Families,E01033397,Nottingham 006F,7a,Urban cultural mix,E02002873,Nottingham 006,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10477"
"E00173465,4a1,Private Renting Young Families,E01013954,Nottingham 021A,7a,Urban cultural mix,E02002888,Nottingham 021,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10478"
"E00173467,4a1,Private Renting Young Families,E01013954,Nottingham 021A,7a,Urban cultural mix,E02002888,Nottingham 021,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10479"
"E00173470,4a1,Private Renting Young Families,E01013974,Nottingham 032B,1a,Cosmopolitan student neighbourhoods,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10480"
"E00173486,4a1,Private Renting Young Families,E01013967,Nottingham 007E,3c,Highly qualified professionals,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10481"
"E00173537,4a1,Private Renting Young Families,E01013967,Nottingham 007E,3c,Highly qualified professionals,E02002874,Nottingham 007,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10482"
"E00069881,4a1,Private Renting Young Families,E01013849,Nottingham 038A,4c,Hampered neighbourhoods,E02006834,Nottingham 038,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10483"
"E00070131,8d1,Young Hard-Pressed Families,E01013897,Nottingham 035A,4c,Hampered neighbourhoods,E02002902,Nottingham 035,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10484"
"E00173556,4a1,Private Renting Young Families,E01013813,Nottingham 022A,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10485"
"E00070478,7d4,Retired City Hardship,E01013968,Nottingham 010B,3c,Highly qualified professionals,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10486"
"E00070514,7d4,Retired City Hardship,E01013968,Nottingham 010B,3c,Highly qualified professionals,E02002877,Nottingham 010,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10487"
"E00173559,7d4,Retired City Hardship,E01013908,Nottingham 036B,4c,Hampered neighbourhoods,E02002903,Nottingham 036,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10488"
"E00070015,7d3,Retired Communal City Dwellers,E01013882,Nottingham 002D,4c,Hampered neighbourhoods,E02002869,Nottingham 002,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10489"
"E00069893,7d2,Retired Independent City Dwellers,E01013851,Nottingham 038C,4c,Hampered neighbourhoods,E02006834,Nottingham 038,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10490"
"E00069952,7d2,Retired Independent City Dwellers,E01013861,Nottingham 020B,4c,Hampered neighbourhoods,E02002887,Nottingham 020,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10491"
"E00070075,7d2,Retired Independent City Dwellers,E01013888,Nottingham 004B,4c,Hampered neighbourhoods,E02002871,Nottingham 004,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10492"
"E00070152,7d2,Retired Independent City Dwellers,E01013907,Nottingham 035F,4c,Hampered neighbourhoods,E02002902,Nottingham 035,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10493"
"E00070160,7d2,Retired Independent City Dwellers,E01013907,Nottingham 035F,4c,Hampered neighbourhoods,E02002902,Nottingham 035,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10494"
"E00070056,5b3,Self-Sufficient Retirement,E01013889,Nottingham 004C,3d,Households in terraces and flats,E02002871,Nottingham 004,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10495"
"E00070561,5b3,Self-Sufficient Retirement,E01013977,Nottingham 027A,3b,Asian traits,E02002894,Nottingham 027,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10496"
"E00173455,5b3,Self-Sufficient Retirement,E01032621,Nottingham 038E,4c,Hampered neighbourhoods,E02006834,Nottingham 038,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10497"
"E00070066,6b3,Semi-Detached Ageing,E01013888,Nottingham 004B,4c,Hampered neighbourhoods,E02002871,Nottingham 004,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10498"
"E00070069,6b3,Semi-Detached Ageing,E01013889,Nottingham 004C,3d,Households in terraces and flats,E02002871,Nottingham 004,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10499"
"E00070114,6b3,Semi-Detached Ageing,E01013895,Nottingham 034A,8b,Ageing suburbanites,E02002901,Nottingham 034,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10500"
"E00070127,6b3,Semi-Detached Ageing,E01013895,Nottingham 034A,8b,Ageing suburbanites,E02002901,Nottingham 034,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10501"
"E00070187,6b3,Semi-Detached Ageing,E01013912,Nottingham 036D,5b,Aspiring urban households,E02002903,Nottingham 036,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10502"
"E00069747,4a2,Social Renting New Arrivals,E01013828,Nottingham 008B,7a,Urban cultural mix,E02002875,Nottingham 008,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10503"
"E00069763,4a2,Social Renting New Arrivals,E01013836,Nottingham 008E,7a,Urban cultural mix,E02002875,Nottingham 008,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10504"
"E00069768,4a2,Social Renting New Arrivals,E01013836,Nottingham 008E,7a,Urban cultural mix,E02002875,Nottingham 008,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10505"
"E00069778,4a2,Social Renting New Arrivals,E01013828,Nottingham 008B,7a,Urban cultural mix,E02002875,Nottingham 008,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10506"
"E00069780,4a2,Social Renting New Arrivals,E01013829,Nottingham 009A,7a,Urban cultural mix,E02002876,Nottingham 009,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10507"
"E00069782,4a2,Social Renting New Arrivals,E01013828,Nottingham 008B,7a,Urban cultural mix,E02002875,Nottingham 008,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10508"
"E00069840,4a2,Social Renting New Arrivals,E01013839,Nottingham 012C,7a,Urban cultural mix,E02002879,Nottingham 012,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10509"
"E00069843,4a2,Social Renting New Arrivals,E01013841,Nottingham 012E,7a,Urban cultural mix,E02002879,Nottingham 012,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10510"
"E00069845,4a2,Social Renting New Arrivals,E01013841,Nottingham 012E,7a,Urban cultural mix,E02002879,Nottingham 012,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10511"
"E00069846,4a2,Social Renting New Arrivals,E01013840,Nottingham 012D,7a,Urban cultural mix,E02002879,Nottingham 012,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10512"
"E00069847,4a2,Social Renting New Arrivals,E01013841,Nottingham 012E,7a,Urban cultural mix,E02002879,Nottingham 012,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10513"
"E00069850,4a2,Social Renting New Arrivals,E01013844,Nottingham 017B,7a,Urban cultural mix,E02002884,Nottingham 017,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10514"
"E00069851,4a2,Social Renting New Arrivals,E01013844,Nottingham 017B,7a,Urban cultural mix,E02002884,Nottingham 017,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10515"
"E00173550,2a2,Student Digs,E01013953,Nottingham 026F,1a,Cosmopolitan student neighbourhoods,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10516"
"E00070231,4a1,Private Renting Young Families,E01013921,Nottingham 029D,7a,Urban cultural mix,E02002896,Nottingham 029,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10517"
"E00173498,2b1,Students and Commuters,E01013814,Nottingham 022B,1a,Cosmopolitan student neighbourhoods,E02002889,Nottingham 022,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10518"
"E00069728,4a1,Private Renting Young Families,E01013822,Nottingham 011C,4c,Hampered neighbourhoods,E02002878,Nottingham 011,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10519"
"E00173501,2a1,Student Communal Living,E01013973,Nottingham 032A,1a,Cosmopolitan student neighbourhoods,E02002899,Nottingham 032,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10520"
"E00070279,4a1,Private Renting Young Families,E01013934,Nottingham 019E,7a,Urban cultural mix,E02002886,Nottingham 019,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10521"
"E00070176,8d1,Young Hard-Pressed Families,E01013910,Nottingham 037C,4c,Hampered neighbourhoods,E02002904,Nottingham 037,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10522"
"E00069896,4a1,Private Renting Young Families,E01013854,Nottingham 006B,4c,Hampered neighbourhoods,E02002873,Nottingham 006,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10523"
"E00069825,2a3,Students and Professionals,E01013843,Nottingham 017A,7a,Urban cultural mix,E02002884,Nottingham 017,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10524"
"E00070246,2a3,Students and Professionals,E01033408,Nottingham 031H,1a,Cosmopolitan student neighbourhoods,E02002898,Nottingham 031,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10525"
"E00070255,2a3,Students and Professionals,E01013926,Nottingham 031E,1a,Cosmopolitan student neighbourhoods,E02002898,Nottingham 031,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10526"
"E00070340,2a3,Students and Professionals,E01013941,Nottingham 015C,1a,Cosmopolitan student neighbourhoods,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10527"
"E00070361,2a3,Students and Professionals,E01032522,Nottingham 028F,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10528"
"E00070377,2a3,Students and Professionals,E01032520,Nottingham 028E,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10529"
"E00070379,2a3,Students and Professionals,E01032522,Nottingham 028F,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10530"
"E00070407,2a3,Students and Professionals,E01032520,Nottingham 028E,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10531"
"E00070412,2a3,Students and Professionals,E01032520,Nottingham 028E,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10532"
"E00173471,2a3,Students and Professionals,E01013953,Nottingham 026F,1a,Cosmopolitan student neighbourhoods,E02002893,Nottingham 026,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10533"
"E00173507,2a3,Students and Professionals,E01033403,Nottingham 039D,1a,Cosmopolitan student neighbourhoods,E02006904,Nottingham 039,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10534"
"E00173553,2a3,Students and Professionals,E01032522,Nottingham 028F,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10535"
"E00070308,2d1,Urban Cultural Mix,E01013938,Nottingham 015B,3c,Highly qualified professionals,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10536"
"E00070348,2d1,Urban Cultural Mix,E01013941,Nottingham 015C,1a,Cosmopolitan student neighbourhoods,E02002882,Nottingham 015,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10537"
"E00070378,2d1,Urban Cultural Mix,E01032522,Nottingham 028F,1a,Cosmopolitan student neighbourhoods,E02002895,Nottingham 028,E06000018,Nottingham,2b1r,University Towns and Cities,E12000004,East Midlands,E92000001,England,10538"
