AADFYear,CP,Estimation_method,Estimation_method_detailed,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,A-Junction,B-Junction,LenNet,LenNet_miles,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2000,17476,Counted,Manual count,East of England,Norfolk,A1122,PA,560100,303270,52.60362883,0.36270153,A1101,A10,14.5,9.01,21,125,5471,73,1109,235,26,18,68,125,62,534,7312
2000,17477,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1123,PA,535000,273100,52.33937533,-0.019881796,A1096,B1050,7.1,4.41,39,139,6941,69,1000,299,40,62,34,90,66,591,8740
2000,17480,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1126,PA,522300,273050,52.34190188,-0.206207416,A14(T),A141,0.9,0.56,6,105,20163,184,3272,861,102,55,341,384,435,2178,25902
2000,17482,Estimated,Estimated using previous year's AADF on this link,North East,Middlesbrough,A1130,PA,447530,517450,54.55007807,-1.266706415,A1130 Mandale Road,A1032,0.7,0.43,47,40,7370,17,645,83,3,3,5,8,10,112,8184
2000,17483,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1134,PA,545000,257600,52.19757193,0.120138166,A603,A603,0.7,0.43,1086,427,18756,212,1973,343,41,15,24,30,1,454,21822
2000,17486,Counted,Manual count,East of England,Peterborough,A1139,PA,514700,294420,52.53557571,-0.310381716,A1(M),A1139 Orton Parkway,1.1,0.68,0,234,31045,189,4895,1423,222,288,442,1065,1092,4532,40895
2000,17487,Estimated,Estimated using previous year's AADF on this link,East of England,Suffolk,A1141,PA,595000,247450,52.09103157,0.845037595,B1071 High Street/Church Street,B1115,5.3,3.29,3,19,1386,7,193,19,13,2,0,3,0,37,1642
2000,17488,Estimated,Estimated using previous year's AADF on this link,North East,North Tyneside,A1148,PA,434000,572800,55.04854355,-1.469394309,A192,A193,2.4,1.49,33,55,12234,180,755,107,22,0,1,1,1,132,13356
2000,17489,Estimated,Estimated using previous year's AADF on this link,East of England,Norfolk,A1151,PA,631870,319835,52.72642385,1.432398461,A1062,A149,7,4.35,21,156,9005,56,1221,170,12,9,14,16,27,248,10686
2000,17492,Estimated,Estimated using previous year's AADF on this link,East of England,Suffolk,A1156,PA,615600,245000,52.0614037,1.143726387,A1022,A1214,0.9,0.56,649,523,15559,636,2142,97,13,11,9,1,0,131,18991
2000,17493,Counted,Manual count,East of England,Southend-on-Sea,A1159,PA,589600,187280,51.55254337,0.733392735,A13,A127,4.3,2.67,121,300,22677,165,2263,357,82,99,36,64,26,664,26069
2000,17494,Estimated,Estimated using previous year's AADF on this link,East of England,Hertfordshire,A10,TA,536200,204830,51.72565597,-0.029438856,main A10,A1170,0.5,0.31,3,154,14615,92,1677,222,33,88,19,19,11,392,16930
2000,17495,Estimated,Estimated using previous year's AADF on this link,North East,Northumberland,A1172,PA,425000,577100,55.08771478,-1.609875391,Beacon Lane roundabout,A1171,1.2,0.75,51,52,8950,167,897,113,49,48,13,16,36,275,10341
2000,17496,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PA,533980,181190,51.51375767,-0.070592814,B126 Prescot St,A13/A11 mid-junction,0.4,0.25,239,951,14250,124,3314,912,45,27,44,20,9,1057,19696
2000,17498,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1208,PA,534000,183100,51.53091681,-0.069579037,A10/A5201,A107,1.7,1.06,292,820,18025,787,3232,572,29,53,46,16,26,742,23606
2000,17500,Counted,Manual count,North East,Sunderland,A1231,PA,433480,556990,54.906513,-1.479372911,A195,NISSAN WAY,1.8,1.12,29,253,33647,417,4614,1488,115,149,242,525,357,2876,41807
2000,17502,Estimated,Estimated using previous year's AADF on this link,North East,Sunderland,A1290,PA,432000,557730,54.91325924,-1.502372105,Sulgrave Rd,LA Boundary,3.1,1.93,95,55,4897,80,400,70,26,15,6,9,0,126,5558
2000,17504,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1301,PA,550000,244770,52.08097197,0.187582208,A11/M11,A505,3.7,2.3,19,87,6974,37,872,192,23,33,39,41,21,349,8319
2000,17505,Estimated,Estimated using previous year's AADF on this link,East of England,Suffolk,A134,PA,586350,263320,52.23652641,0.727634825,A1302 Southgate Green,Rougham Hill roundabout,0.5,0.31,83,139,23604,97,3009,334,48,41,79,191,120,813,27662
2000,17506,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1303,PA,540000,259430,52.21530498,0.047788482,A428 spur,M11 mid-junction,2.8,1.74,55,102,9070,111,1053,222,15,21,52,97,59,466,10802
2000,17507,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1304,PA,565800,265000,52.25818384,0.427819365,B1506,A11,2,1.24,1,42,3982,29,490,110,30,13,6,11,1,171,4714
2000,17508,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1307,PA,543500,260000,52.21952644,0.099223358,SHERLOCK ROAD,A1134,2.8,1.74,1945,347,16884,375,1387,273,26,13,12,17,11,352,19345
2000,17510,Estimated,Estimated using previous year's AADF on this link,East of England,Cambridgeshire,A1421,PA,546500,276000,52.36248049,0.150056553,A1123,A142,3.7,2.3,32,88,4858,58,688,164,17,20,13,10,23,247,5939
2000,17511,Counted,Manual count,South East,Kent,A2018,PA,552050,173360,51.43883582,0.186256806,A2(T),A226,2.5,1.55,29,330,16254,119,2575,350,55,72,37,26,20,560,19838
2000,17512,Estimated,Estimated using previous year's AADF on this link,London,Croydon,A2022,PA,532000,160900,51.33188419,-0.106660842,A22,B269,2.8,1.74,4,147,7852,106,162,556,377,8,30,15,0,986,9253
2000,17514,Estimated,Estimated using previous year's AADF on this link,South East,Kent,A224,PA,552800,155000,51.27366787,0.189159425,A225,A25 Worships Hill,2.4,1.49,49,103,13625,147,1011,103,2,5,20,8,1,139,15025
2000,17515,Estimated,Estimated using previous year's AADF on this link,South East,East Sussex,A2029,PA,541000,110530,50.87707456,0.002780458,A2029 Fisher St,A275,1.6,0.99,50,68,6546,114,894,15,3,1,2,0,0,21,7643
2000,17516,Counted,Manual count,South East,West Sussex,A2037,PA,520000,110160,50.87848703,-0.295677919,A283,A281,7.8,4.85,86,113,8874,87,1290,216,67,128,14,17,19,461,10825
2000,17517,Estimated,Estimated using previous year's AADF on this link,South East,Brighton and Hove,A2038,PA,527000,106500,50.84409643,-0.197499351,A270,A2023,2.2,1.37,91,111,10012,105,1339,69,4,6,6,9,3,97,11664
2000,17518,Counted,Manual count,South East,Kent,A2070,TA,601670,139000,51.11479537,0.879945367,A259(T),A2042,15.1,9.38,1,80,7979,85,1516,334,50,33,119,134,74,744,10404
2000,17522,Estimated,Estimated using previous year's AADF on this link,London,Lewisham,A2216,PA,535000,172000,51.43093066,-0.05941035,A212,A205,1.6,0.99,84,434,18931,711,2980,281,26,4,3,4,9,327,23383
2000,17523,Counted,Manual count,London,Lewisham,A2218,PA,538000,171650,51.42706348,-0.016418968,A212,A21,1.8,1.12,200,377,27932,334,4351,478,31,29,35,4,2,579,33573
2000,17524,Estimated,Estimated using previous year's AADF on this link,London,Ealing,A4001,PA,515477,180000,51.50714361,-0.33750042,A4020,A3002,0.3,0.19,101,75,7634,187,1327,257,13,20,2,6,13,311,9534
2000,17525,Estimated,Estimated using previous year's AADF on this link,London,Richmond upon Thames,A3004,PA,517000,174160,51.45434302,-0.317498502,Crown Rd,A305,0.6,0.37,124,188,10863,291,1858,37,5,5,3,0,1,51,13251
2000,17527,Estimated,Estimated using previous year's AADF on this link,London,Hounslow,A3006,PA,513000,175720,51.4691758,-0.374544072,A3005,A3063,0.7,0.43,159,71,11707,835,989,84,6,2,12,1,1,106,13708
2000,17528,Counted,Manual count,South East,Portsmouth,A3,PA,465000,103240,50.82506175,-1.078525942,Stamshaw Ave,A2047,1.8,1.12,663,324,11967,289,1408,231,18,13,39,42,26,369,14357
"2000,17530,Estimated,Estimated using previous year's AADF on this link,South West,Torbay,A3022,PA,290000,55830,50.39203307,-3.548838252,""Monksbridge Rd, Brixham"",A379,2,1.24,78,299,13480,199,1453,308,18,7,11,3,10,357,15788"
2000,17531,Counted,Manual count,South East,Southampton,A3024,PA,446500,112000,50.90560826,-1.340048038,A334,LA Boundary,2.7,1.68,46,104,13193,312,1691,416,40,103,25,65,60,709,16009
2000,17532,Estimated,Estimated using previous year's AADF on this link,South East,Southampton,A33,PA,442439,112000,50.90592029,-1.397799994,A33 Threefield Lane/Marsh Lane,A3024,0.7,0.43,146,219,18286,486,2281,118,52,77,26,164,124,561,21833
2000,17533,Estimated,Estimated using previous year's AADF on this link,South East,Wokingham,A3032,PA,479580,177000,51.48636328,-0.855274794,B3024,A4,1.9,1.18,69,45,3370,3,375,75,9,5,5,2,8,104,3897
2000,17535,Estimated,Estimated using previous year's AADF on this link,London,Lambeth,A3200,PA,530900,180000,51.50378499,-0.115394232,A23,A301,0.5,0.31,294,1902,28846,1568,4213,813,61,49,34,39,65,1061,37590
2000,17536,Estimated,Estimated using previous year's AADF on this link,London,Wandsworth,A3036,PA,527000,175230,51.46180642,-0.173267743,A3,A3207,1,0.62,305,885,17645,1264,2680,669,23,41,9,9,1,752,23226
2000,17538,Estimated,Estimated using previous year's AADF on this link,South West,Plymouth,A386,PA,248000,57530,50.39794579,-4.140006641,Beauchamp rd,A38,1.1,0.68,295,739,37269,515,3708,143,26,13,51,33,41,307,42538
2000,17540,Estimated,Estimated using previous year's AADF on this link,South West,Cornwall excluding Isles of Scilly,A3047,PA,168970,42000,50.23275527,-5.240888283,Blowinghouse Hill roundabout,A393,0.6,0.37,62,201,10162,105,1749,281,72,10,41,28,24,456,12673
2000,17543,Counted,Manual count,South West,Devon,A3052,PA,325000,92490,50.72717127,-3.063964948,B3174 Hollyhead Road,B3161 Coly Road,5.6,3.48,32,68,5131,123,579,102,21,2,6,2,0,133,6034
2000,17544,Counted,Manual count,South West,Devon,A3052,PA,310000,89570,50.69878613,-3.275720427,B3178 Exmouth Road,B3176 / C,3.1,1.93,20,62,10991,142,1307,193,28,15,36,9,17,298,12800
"2000,17546,Counted,Manual count,South East,Isle of Wight,A3054,PA,440000,89160,50.70071435,-1.434967116,River Rd roundabout,""Standen Ave, Newport"",14.2,8.82,52,263,4609,54,630,189,47,15,8,1,1,261,5817"
"2000,17547,Counted,Manual count,South East,Isle of Wight,A3056,PA,455000,84240,50.65525181,-1.223316647,A3020,""Whitecross Lane, Shanklin"",9.5,5.9,49,303,10983,150,1649,326,109,19,19,31,11,515,13600"
2000,17549,Estimated,Estimated using previous year's AADF on this link,South East,Hampshire,A3057,PA,437020,118000,50.96024394,-1.474258122,M271,A27,2.5,1.55,67,181,13612,57,1746,464,49,84,74,56,32,759,16355
"2000,17550,Estimated,Estimated using previous year's AADF on this link,South West,Cornwall excluding Isles of Scilly,A3058,PA,195000,52988,50.34105182,-4.882372036,A3058 spur to A30,""Edgcumbe Green, St Austell"",13.7,8.51,14,173,5025,66,693,83,30,1,15,9,5,143,6100"
2000,17552,Estimated,Estimated using previous year's AADF on this link,South West,Bath and North East Somerset,A3062,PA,375630,164000,51.37452884,-2.351505455,A36 roundabout,North Rd/The Avenue,1.7,1.06,45,96,4530,133,366,37,3,0,1,0,0,41,5166
2000,17553,Estimated,Estimated using previous year's AADF on this link,London,Hounslow,A3063,PA,512740,176000,51.47174422,-0.378196413,A3006,A4,1,0.62,135,195,13015,137,1368,187,17,9,1,0,2,216,14931
2000,17555,Estimated,Estimated using previous year's AADF on this link,South West,Devon,A3072,PA,250000,103740,50.81373431,-4.130568295,C Road nr Beara Court,A386,7.9,4.91,4,4,1179,5,297,60,38,20,13,10,5,146,1631
2000,17556,Estimated,Estimated using previous year's AADF on this link,South West,Cornwall excluding Isles of Scilly,A3072,PA,225000,104918,50.81730026,-4.485666022,A39 New Road,LA Boundary,6.5,4.04,6,53,4384,65,645,125,39,10,17,17,3,211,5358
2000,17561,Counted,Manual count,South West,Cornwall excluding Isles of Scilly,A3083,PA,170000,15454,49.99478953,-5.210474066,Beacon Terrace,B3296,6.1,3.79,6,37,2217,42,226,43,2,0,6,1,1,53,2575
2000,17563,Estimated,Estimated using previous year's AADF on this link,South East,Hampshire,A3093,PA,438500,145250,51.20517098,-1.450291044,B3400,A303,1.7,1.06,0,100,11182,67,1726,649,51,60,125,144,151,1180,14255
2000,17564,Estimated,Estimated using previous year's AADF on this link,South East,Bracknell Forest,A3095,PA,486250,167300,51.39818905,-0.761596647,South Hill Rd,A329,2.2,1.37,26,180,23787,119,1984,450,28,27,89,18,15,627,26697
"2000,17565,Estimated,Estimated using previous year's AADF on this link,South West,Wiltshire,A3102,PA,395000,165030,51.38429519,-2.073236861,""Churchill Ave, Melksham"",A342,6.1,3.79,10,40,3465,30,54,290,341,22,26,14,62,755,4344"
2000,17567,Estimated,Estimated using previous year's AADF on this link,London,Westminster,A3203,PA,530350,178960,51.49456588,-0.123697893,A3212,LA Boundary,0.2,0.12,1925,1934,24593,778,1513,3300,1812,110,26,24,0,5272,34090
2000,17569,Counted,Manual count,London,Wandsworth,A3205,PA,526689,176000,51.46879601,-0.177466355,A217,A3207,1.4,0.87,951,2644,49471,790,7464,947,102,31,59,45,12,1196,61565
2000,17570,Estimated,Estimated using previous year's AADF on this link,London,Wandsworth,A3,TA,525528,174848,51.45870142,-0.1945808,A217,A217,0.2,0.12,474,1898,38310,1625,5997,1541,128,65,108,126,132,2100,49930
2000,17572,Counted,Manual count,London,Westminster,A3212,PA,529800,178030,51.48633468,-0.13195777,A3216,A202,1.6,0.99,1079,3856,33205,479,7222,1256,79,124,43,37,21,1560,46322
2000,17573,Estimated,Estimated using previous year's AADF on this link,London,Kensington and Chelsea,A3216,PA,527930,179000,51.49547762,-0.158524006,A3217,A4/A315,1.1,0.68,362,784,11629,1007,1719,401,31,35,36,4,1,508,15647
2000,17574,Counted,Manual count,London,Westminster,A3217,PA,528900,179330,51.49822313,-0.144438294,A302,A3214,0.2,0.12,822,1890,38867,2745,5637,820,136,67,24,24,23,1094,50233
2000,17575,Estimated,Estimated using previous year's AADF on this link,London,Hammersmith and Fulham,A3218,PA,524000,177520,51.48305152,-0.215626141,A219,A3219,0.4,0.25,896,1023,15575,987,2581,704,28,17,6,2,2,759,20925
2000,17576,Estimated,Estimated using previous year's AADF on this link,London,Kensington and Chelsea,A3220,PA,525400,178320,51.48993277,-0.195191104,A4,A3218,0.7,0.43,480,1371,23943,710,5214,1266,132,92,65,72,68,1695,32933
2000,17577,Estimated,Estimated using previous year's AADF on this link,London,Wandsworth,A3220,PA,527500,176450,51.47265814,-0.165634707,A3031,A3205,0.1,0.06,1089,1182,17122,375,1970,365,10,10,3,2,3,393,21042
2000,17578,Estimated,Estimated using previous year's AADF on this link,London,Brent,A4000,PA,521600,183200,51.53461967,-0.248214975,LA Boundary,A404,0.4,0.25,170,195,10765,583,1573,339,44,22,19,22,51,497,13613
2000,17579,Estimated,Estimated using previous year's AADF on this link,London,Ealing,A4000,PA,520520,181600,51.52047137,-0.264325158,A4000 Leamington Park,A40,0.2,0.12,102,526,14173,259,2429,554,96,74,25,34,31,814,18201
2000,17580,Estimated,Estimated using previous year's AADF on this link,London,Brent,A4005,PA,516000,185840,51.5595241,-0.328046077,A404,A4127,1.2,0.75,20,136,11696,168,1187,126,17,33,4,4,7,191,13378
2000,17582,Counted,Manual count,South East,Buckinghamshire,A4010,PA,481740,205000,51.73775843,-0.817652753,A4129,B4009,4.2,2.61,7,79,12197,113,1303,471,34,16,42,42,48,653,14345
2000,17583,Counted,Manual count,South West,South Gloucestershire,A4018,PA,356950,180200,51.51907042,-2.621839408,LA Boundary,M5,1.7,1.06,43,343,28259,259,2194,337,70,50,19,23,19,518,31573
2000,17585,Estimated,Estimated using previous year's AADF on this link,London,Ealing,A4020,PA,518900,180436,51.51035301,-0.288055356,A406(T),A4000 Gunnersbury Lane,1.2,0.75,751,547,19927,616,2472,354,46,15,27,12,41,495,24057
2000,17586,Counted,Manual count,London,Ealing,A4020,PA,514050,180280,51.50994968,-0.357962258,A3005,A4127 Greenford Rd,1.4,0.87,199,531,39639,1076,4947,1092,132,115,171,102,63,1675,47868
2000,17588,Counted,Manual count,West Midlands,Worcestershire,A4025,PA,382000,270500,52.33229062,-2.265573257,Sandy Lane,A4025 Gilgal,1.3,0.81,46,126,8495,69,1439,314,65,107,34,91,53,664,10793
2000,17589,Estimated,Estimated using previous year's AADF on this link,West Midlands,Sandwell,A4031,PA,401660,295000,52.55284284,-1.976948958,A4031 Jervoise Lane,LA Boundary,1.9,1.18,32,93,14232,663,1595,187,32,35,9,14,0,277,16860
2000,17590,Estimated,Estimated using previous year's AADF on this link,West Midlands,Dudley,A4034,PA,397700,286000,52.47193052,-2.035287537,B4169,LA Boundary,0.57,0.35,47,98,8780,330,1057,238,40,40,22,8,7,355,10620
2000,17591,Estimated,Estimated using previous year's AADF on this link,West Midlands,Dudley,A4036,PA,392830,288000,52.48986714,-2.10702442,A4100,A461,3.1,1.93,54,201,21357,238,3312,503,108,48,86,203,218,1166,26274
2000,17593,Estimated,Estimated using previous year's AADF on this link,West Midlands,Birmingham,A4040,PA,412000,284300,52.45652359,-1.824832441,A41,A45,1.6,0.99,213,230,19656,225,3072,442,89,79,40,65,63,778,23961
2000,17594,Counted,Manual count,West Midlands,Sandwell,A4031,PA,400766,292353,52.52904848,-1.990139279,A41,A4031 Heath Lane,1.8,1.12,35,134,23182,868,2761,470,75,36,35,64,22,702,27647
2000,17595,Estimated,Estimated using previous year's AADF on this link,West Midlands,Coventry,A4053,PA,432770,278940,52.40749189,-1.519707215,A4114,B4101 Butts Rd,0.4,0.25,51,311,42213,295,4698,362,69,81,66,30,46,654,48171
2000,17600,Estimated,Estimated using previous year's AADF on this link,London,Ealing,A4090,PA,516300,185000,51.55191286,-0.323997961,A4005,A4127,1.9,1.18,77,122,14166,259,1442,167,43,18,5,1,0,234,16223
2000,17601,Counted,Manual count,South East,Buckinghamshire,A4094,PA,490000,187400,51.57828988,-0.702589435,A4155,A40,4.7,2.92,106,140,12921,108,1454,296,18,9,2,18,13,356,14979
2000,17602,Estimated,Estimated using previous year's AADF on this link,South East,Oxfordshire,A4095,PA,455000,221880,51.89276814,-1.202173173,B430,B4030,3.9,2.42,4,70,2211,16,339,49,12,13,11,5,1,91,2727
"2000,17603,Counted,Manual count,South East,Oxfordshire,A4095,PA,428500,200000,51.69802966,-1.589033484,A417,""Deer Park Rd, Witney"",17.3,10.75,15,52,2222,0,325,68,0,0,3,0,0,71,2670"
2000,17604,Estimated,Estimated using previous year's AADF on this link,West Midlands,Dudley,A4099,PA,396900,285000,52.46293642,-2.047055017,A459,LA Boundary,2.17,1.35,44,229,10721,131,1373,215,49,15,16,34,50,379,12833
"2000,17606,Estimated,Estimated using previous year's AADF on this link,West Midlands,""Herefordshire, County of"",A4103,PA,353000,241830,52.07283111,-2.687137166,A465,A465,1,0.62,37,142,10310,74,1653,422,87,22,91,134,118,874,13053"
"2000,17608,Estimated,Estimated using previous year's AADF on this link,West Midlands,""Herefordshire, County of"",A4111,PA,331400,248000,52.12603539,-3.003478637,A438,A4112,0.8,0.5,8,45,2985,16,643,226,175,58,37,106,69,671,4360"
"2000,17609,Estimated,Estimated using previous year's AADF on this link,West Midlands,""Herefordshire, County of"",A4112,PA,340800,253960,52.18070107,-2.867228845,A480,B4457,8.9,5.53,0,8,2292,9,434,123,36,13,20,72,49,313,3056"
2000,17610,Estimated,Estimated using previous year's AADF on this link,West Midlands,Wolverhampton,A4126,PA,393148,297047,52.57120261,-2.10253084,A4039,A41,1,0.62,29,22,3631,16,971,138,31,28,9,35,45,286,4926
2000,17611,Estimated,Estimated using previous year's AADF on this link,West Midlands,Dudley,A461,PA,395423,290581,52.51309858,-2.068872711,A4037,A4123,0.7,0.43,78,235,24583,803,4218,875,176,137,168,303,342,2001,31840
2000,17612,Estimated,Estimated using previous year's AADF on this link,West Midlands,Birmingham,A4123,PA,401170,285000,52.46294487,-1.984207422,A456,A4040,2.1,1.3,25,115,13921,67,1887,140,31,8,35,28,24,266,16256
2000,17613,Counted,Manual count,West Midlands,Wolverhampton,A4124,PA,395500,301030,52.60703396,-2.067883506,B4484,LA Boundary,1.7,1.06,52,54,5033,446,789,81,21,10,7,17,8,144,6466
2000,17614,Estimated,Estimated using previous year's AADF on this link,London,Ealing,A4127,PA,514230,181000,51.51638453,-0.355136592,A4020,A40(T),3.1,1.93,136,151,16442,390,1948,382,39,31,30,55,52,589,19520
2000,17615,Counted,Manual count,South East,Buckinghamshire,A4129,PA,480000,204400,51.73261559,-0.842983331,B4009,A4010,8.2,5.1,20,46,6087,61,535,145,6,5,15,10,12,193,6922
2000,17618,Estimated,Estimated using previous year's AADF on this link,South West,Gloucestershire,A4135,PA,380000,196520,51.66709809,-2.29058025,A419,A46,5,3.11,0,45,2145,13,427,77,15,5,2,8,0,107,2737
"2000,17619,Estimated,Estimated using previous year's AADF on this link,West Midlands,""Herefordshire, County of"",A4137,PA,355250,220000,51.87676306,-2.65145858,A40,A49,8.4,5.22,5,19,2157,15,447,140,44,59,61,176,69,549,3187"
2000,17620,Estimated,Estimated using previous year's AADF on this link,London,Harrow,A4140,PA,516000,193430,51.62773909,-0.325539491,A410,LA Boundary,2.3,1.43,32,100,11102,82,212,677,249,14,9,1,0,950,12446
2000,17621,Counted,Manual count,South East,Oxfordshire,A423,TA,451900,203500,51.7278247,-1.249963507,Abingdon Rd,A4144,0.5,0.31,125,518,39411,354,4794,1130,112,68,363,308,130,2111,47188
2000,17624,Estimated,Estimated using previous year's AADF on this link,East of England,Hertfordshire,A414,PA,508800,207560,51.75617317,-0.425113068,A4147,M1,1,0.62,0,417,37321,148,4830,1217,225,169,375,803,265,3054,45770
2000,17625,Estimated,Estimated using previous year's AADF on this link,West Midlands,Walsall,A4148,PA,402650,297500,52.5753137,-1.962328863,A34,B4151,0.6,0.37,18,135,23398,142,3465,699,173,167,164,261,198,1662,28802
2000,17626,Estimated,Estimated using previous year's AADF on this link,South East,Buckinghamshire,A4155,PA,489600,187400,51.57835353,-0.708360322,A4155 Station Rd,A4094,0.3,0.19,116,131,11540,129,1679,178,43,20,24,17,28,310,13789
2000,17629,Estimated,Estimated using previous year's AADF on this link,South East,Oxfordshire,A4158,PA,452770,205000,51.74122913,-1.237141414,A4142,A420,3.2,1.99,755,257,9315,361,1028,230,12,20,8,5,9,284,11245
2000,17630,Estimated,Estimated using previous year's AADF on this link,West Midlands,Dudley,A4168,PA,394180,292000,52.52584311,-2.087213827,A459,A4123(T),1.5,0.93,40,141,12886,287,2112,289,66,35,32,67,108,597,16023
2000,17631,Estimated,Estimated using previous year's AADF on this link,West Midlands,Telford and Wrekin,A442,PA,370677,304646,52.63876194,-2.434751978,Halesfield 10/Sutton Hill roundabout,A4169 bridge,1,0.62,0,109,12731,115,1692,280,87,99,77,73,94,710,15357
2000,17632,Counted,Manual count,South West,Gloucestershire,A4173,PA,383209,214815,51.8316941,-2.245070987,Grange Rd,A38,1.6,0.99,156,71,9521,116,975,145,19,3,8,8,3,186,10869
2000,17633,Counted,Manual count,South West,South Gloucestershire,A4174,PA,363800,178500,51.50426756,-2.522945334,M32,A4017,1.3,0.81,72,714,38290,401,4031,1157,195,192,151,398,375,2468,45904
2000,17634,Estimated,Estimated using previous year's AADF on this link,South West,South Gloucestershire,A420,PA,367000,173550,51.45995779,-2.476378803,A4175,A4175,1.2,0.75,38,140,10594,78,1899,405,61,54,22,70,129,741,13452
2000,17636,Estimated,Estimated using previous year's AADF on this link,London,Hillingdon,A4180,PA,510000,186200,51.56396055,-0.414449412,A40(T),B466 Ickenham Rd,3.6,2.24,250,347,17529,189,1822,94,44,106,23,29,13,309,20196
2000,17637,Estimated,Estimated using previous year's AADF on this link,London,Camden,A4200,PA,530600,181300,51.51553691,-0.119233043,LA Boundary,A40,0.3,0.19,1356,3418,33981,1760,5591,749,49,30,13,8,11,860,45610
2000,17638,Estimated,Estimated using previous year's AADF on this link,London,Westminster,A4201,PA,529100,181000,51.51318535,-0.140947955,Piccadilly Circus,A40,0.9,0.56,985,2017,18840,2679,3288,382,42,15,13,3,0,455,27279
2000,17639,Counted,Manual count,London,Westminster,A4202,PA,528000,180600,51.50984068,-0.15693615,A4 Hyde Park Corner,Marble Arch,1.4,0.87,784,5161,90977,2726,12708,1925,133,67,61,37,39,2262,113834
2000,17640,Estimated,Estimated using previous year's AADF on this link,London,Kensington and Chelsea,A4206,PA,525297,181053,51.51451705,-0.195704044,A402,A4207,0.7,0.43,320,575,5083,905,1030,226,15,2,4,3,1,251,7844
2000,17641,Estimated,Estimated using previous year's AADF on this link,London,Westminster,A501,TA,527370,181750,51.52031776,-0.165594166,A5/A4209,Marylebone Rd,0.3,0.19,615,816,15308,274,1771,269,20,9,5,5,9,317,18486
2000,17643,Estimated,Estimated using previous year's AADF on this link,West Midlands,Worcestershire,A4538,PA,390000,254830,52.19161905,-2.147704082,A422,B4636,2.4,1.49,6,111,6872,26,1123,326,87,37,25,62,73,610,8742
2000,17644,Counted,Manual count,West Midlands,Birmingham,A4540,PA,407000,288300,52.49256931,-1.89833101,A4540 link to Icknield St,A34,0.9,0.56,35,110,21747,124,4389,721,85,67,98,171,115,1257,27627
2000,17648,Estimated,Estimated using previous year's AADF on this link,West Midlands,Stoke-on-Trent,A5006,PA,387940,347136,53.02138252,-2.181237297,A500,A5008,1.9,1.18,49,166,18676,609,2214,230,29,20,14,20,6,319,21984
2000,17649,Estimated,Estimated using previous year's AADF on this link,North West,East Cheshire,A5011,PA,381130,355000,53.09187353,-2.283221608,A50,Linley Rd,0.9,0.56,6,31,8187,13,857,247,25,23,49,53,14,411,9499
2000,17650,Estimated,Estimated using previous year's AADF on this link,East Midlands,Derbyshire,A5012,PA,425000,356700,53.1069121,-1.628019643,B5056,A6,6.9,4.29,13,43,2071,8,376,114,65,129,40,140,49,537,3035
2000,17651,Estimated,Estimated using previous year's AADF on this link,West Midlands,Staffordshire,A34,TA,390827,325776,52.82943,-2.137587502,M6,A34,1.1,0.68,13,106,10063,109,1668,699,91,103,194,297,189,1573,13519
2000,17652,Estimated,Estimated using previous year's AADF on this link,North West,East Cheshire,A5022,PA,377450,363250,53.16588766,-2.338753953,A534,A50,2.2,1.37,23,78,5530,48,427,77,40,12,11,18,2,160,6243
2000,17653,Estimated,Estimated using previous year's AADF on this link,North West,Wirral,A5027,PA,331230,390000,53.40232383,-3.03582132,A5030,A5139,0.6,0.37,326,216,11462,316,1857,398,104,44,90,97,190,923,14774
2000,17654,Estimated,Estimated using previous year's AADF on this link,North West,West Cheshire,A5032,PA,339500,373000,53.25055015,-2.908200725,A41,A5117,1.6,0.99,37,113,8426,139,523,95,6,3,4,5,1,114,9315
2000,17655,Estimated,Estimated using previous year's AADF on this link,North West,Sefton,A5036,TA,336700,399700,53.49018546,-2.955516096,A5207,M57,0.6,0.37,42,255,26229,134,4064,445,701,229,296,920,1012,3603,34285
2000,17656,Estimated,Estimated using previous year's AADF on this link,North West,Liverpool,A5036,PA,333700,394000,53.43858898,-2.999519819,A5056,LA Boundary,0.6,0.37,6,50,6422,27,1445,364,90,248,68,342,268,1380,9324
2000,17657,Estimated,Estimated using previous year's AADF on this link,North West,Liverpool,A5036,PA,334000,390300,53.40537417,-2.994228187,A5039/A5045,A57,0.2,0.12,88,369,36020,1141,4551,635,123,82,84,187,9,1120,43201
